Day Ahead Market LMPs
07/16/2011

,,,All Hours-Ending are Eastern Standard Time (EST)
Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
CIN.WABRIVR.6,Gennode,LMP,25.25,23.7,22.3,22.06,21.77,20.79,22.74,24.63,30.46,34.23,38.31,40.91,46.12,52.66,57.64,66.1,70.3,62.45,53.5,46.54,50.8,41.02,31.4,32.57
CIN.WHEATCTG1,Gennode,LMP,25.43,23.95,22.52,22.24,21.94,20.98,22.69,24.56,30.41,34.2,38.02,40.28,45.48,52.24,56.91,65.19,69.39,61.7,52.37,45.52,49.95,40.37,31.48,32.68
CIN.WHEATCTG2,Gennode,LMP,25.43,23.95,22.52,22.24,21.94,20.98,22.69,24.57,30.41,34.21,38.03,40.29,45.49,52.25,56.92,65.2,69.4,61.71,52.38,45.53,49.96,40.38,31.48,32.68
CIN.WHEATCTG3,Gennode,LMP,25.43,23.95,22.52,22.24,21.94,20.98,22.69,24.57,30.41,34.21,38.03,40.29,45.49,52.25,56.92,65.2,69.4,61.71,52.38,45.53,49.96,40.38,31.48,32.68
CIN.WHEATCTG4,Gennode,LMP,25.43,23.95,22.52,22.24,21.94,20.98,22.69,24.56,30.41,34.2,38.02,40.28,45.48,52.24,56.91,65.19,69.39,61.7,52.37,45.52,49.95,40.37,31.48,32.68
CIN.WHT.PSI,Loadzone,LMP,25.43,23.95,22.52,22.24,21.94,20.98,22.69,24.57,30.41,34.21,38.03,40.29,45.49,52.25,56.92,65.2,69.4,61.71,52.38,45.53,49.96,40.38,31.48,32.68
CIN.WOODSDL.1,Gennode,LMP,26.93,25.62,24.28,24.03,23.77,22.75,24.19,26.03,32.39,36.22,40.89,44.01,49.46,55.94,61.64,70.78,75.12,66.72,57.77,50.26,54.45,44.01,33.05,34.85
CIN.WOODSDL.2,Gennode,LMP,26.93,25.62,24.28,24.03,23.77,22.75,24.19,26.03,32.39,36.22,40.89,44.01,49.46,55.94,61.64,70.78,75.12,66.72,57.77,50.26,54.45,44.01,33.05,34.85
CIN.WOODSDL.3,Gennode,LMP,26.93,25.62,24.28,24.03,23.77,22.75,24.19,26.03,32.39,36.22,40.89,44.01,49.46,55.94,61.64,70.78,75.12,66.72,57.77,50.26,54.45,44.01,33.05,34.85
CIN.WOODSDL.4,Gennode,LMP,26.93,25.62,24.28,24.03,23.77,22.75,24.19,26.03,32.39,36.22,40.89,44.01,49.46,55.94,61.64,70.78,75.12,66.72,57.77,50.26,54.45,44.01,33.05,34.85
CIN.WOODSDL.5,Gennode,LMP,26.93,25.62,24.28,24.03,23.77,22.75,24.19,26.03,32.39,36.22,40.89,44.01,49.46,55.94,61.64,70.78,75.12,66.72,57.77,50.26,54.45,44.01,33.05,34.85
CIN.WOODSDL.6,Gennode,LMP,26.93,25.62,24.28,24.03,23.77,22.75,24.19,26.03,32.39,36.22,40.89,44.01,49.46,55.94,61.64,70.78,75.12,66.72,57.77,50.26,54.45,44.01,33.05,34.85
CIN.WR1CT,Gennode,LMP,25.25,23.7,22.3,22.06,21.77,20.79,22.74,24.63,30.46,34.23,38.31,40.91,46.12,52.66,57.64,66.1,70.3,62.45,53.5,46.54,50.8,41.02,31.4,32.57
CIN.WR1ST,Gennode,LMP,25.25,23.7,22.3,22.06,21.77,20.79,22.74,24.63,30.46,34.23,38.31,40.91,46.12,52.66,57.64,66.1,70.3,62.45,53.5,46.54,50.8,41.02,31.4,32.57
CIN.WTWN,Loadzone,LMP,26.65,25.27,23.88,23.6,23.33,22.32,23.84,25.71,31.96,35.81,40.42,43.53,48.93,55.33,60.97,70.01,74.31,65.99,57.15,49.72,53.86,43.53,32.74,34.38
CIN.WVPA.PSI,Loadzone,LMP,26.52,24.95,23.51,23.25,22.96,21.96,24.24,26.25,32.48,36.5,41.09,44.2,49.71,56.33,61.98,71.14,75.54,67.1,57.94,50.4,54.68,44.21,32.92,34.23
CIN.WVPA_1.AZ,Hub,LMP,26.77,25.17,23.72,23.46,23.17,22.16,24.72,26.79,33.13,37.23,41.99,45.29,50.89,57.55,63.42,72.81,77.28,68.65,59.41,51.68,55.98,45.27,33.27,34.57
CIN.ZIMM,Gennode,LMP,26.07,24.8,23.5,23.26,23.01,21.99,23.3,25.06,31.2,34.86,39.36,42.35,47.61,53.89,59.37,68.18,72.36,64.24,55.62,48.41,52.48,42.38,31.98,33.78
CINERGY.HUB,Hub,LMP,26.43,24.96,23.58,23.32,23.05,22.04,23.89,25.8,32,35.87,40.41,43.44,48.86,55.38,60.93,69.95,74.25,65.95,56.96,49.56,53.78,43.46,32.66,34.16
CISO,Interface,LMP,27.77,26.45,22.5,20.37,19.18,18.54,20.25,23.04,28.42,33.68,37.66,41.2,46.02,51.11,56.62,64.95,69.01,61.73,53.44,46.27,49.5,40.6,29.98,29.12
CLEC,Interface,LMP,26.85,25.39,23.03,22.06,21.45,20.76,22.16,24.42,30.13,34.75,39.07,42.42,47.56,53.41,58.98,67.7,71.88,64.01,55.43,48.13,51.89,42.18,31.91,31.94
CONS.ADA,Gennode,LMP,31.75,34.59,33.97,33.72,33.35,33.24,25.89,26.23,32.78,36.28,40.99,41.83,49.48,56.04,61.73,70.89,75.23,66.77,57.82,50.33,54.58,44.05,34.34,36.76
CONS.ALCONA,Gennode,LMP,32.66,34.56,33.68,33.27,33.04,32.74,26.62,27.37,34.14,37.93,42.83,47.78,51.73,58.5,64.47,74.03,78.56,69.77,60.43,52.57,56.94,46.02,36.45,38.71
CONS.ALPENTHBA,Gennode,LMP,33.92,35.78,34.83,34.39,34.15,33.86,28.07,28.96,36.08,40.18,45.35,50.55,54.79,61.87,68.23,78.33,83.13,73.87,63.98,55.63,60.19,48.71,37.97,40.19
CONS.AZ,Hub,LMP,31.54,33.62,32.85,32.5,32.25,31.97,26,26.64,33.26,36.88,41.66,45.62,50.3,56.93,62.73,72.03,76.44,67.86,58.77,51.14,55.43,44.77,34.92,37.25
CONS.BSE.CEC,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.CA3.MPPA,Gennode,LMP,31.29,34.28,33.72,33.47,33.11,33.03,25.32,25.56,31.96,35.32,39.92,41.56,48.16,54.6,60.13,69.05,73.27,65.01,56.29,49.01,53.19,42.9,33.63,36.08
CONS.CA3_WPSC,Gennode,LMP,31.29,34.28,33.72,33.47,33.11,33.03,25.32,25.56,31.96,35.32,39.92,41.56,48.16,54.6,60.13,69.05,73.27,65.01,56.29,49.01,53.19,42.9,33.63,36.08
CONS.CADILAC,Gennode,LMP,33.25,35.6,34.8,34.36,34.14,33.94,26.49,27.04,33.75,37.44,42.29,45.42,51.06,57.77,63.66,73.1,77.58,68.88,59.65,51.9,56.24,45.44,36.64,38.96
CONS.CADILGMA2,Gennode,LMP,33.25,35.6,34.8,34.36,34.14,33.94,26.49,27.04,33.75,37.44,42.29,45.42,51.06,57.77,63.66,73.1,77.58,68.88,59.65,51.9,56.24,45.44,36.64,38.96
CONS.CAMPBELL1,Gennode,LMP,31.07,33.98,33.42,33.18,32.82,32.71,25.21,25.47,31.85,35.19,39.78,41.27,48,54.42,59.92,68.82,73.03,64.79,56.1,48.85,53.01,42.76,33.46,35.91
CONS.CAMPBELL2,Gennode,LMP,31.17,34.08,33.51,33.27,32.91,32.8,25.31,25.58,31.99,35.35,39.96,41.47,48.22,54.66,60.19,69.12,73.35,65.08,56.35,49.06,53.24,42.95,33.58,36.03
CONS.CAMPBELL3,Gennode,LMP,31.29,34.28,33.72,33.47,33.11,33.03,25.32,25.56,31.96,35.32,39.92,41.56,48.16,54.6,60.13,69.05,73.27,65.01,56.29,49.01,53.19,42.9,33.63,36.08
CONS.CAMPBELLA,Gennode,LMP,31.24,34.14,33.56,33.32,32.96,32.86,25.37,25.64,32.06,35.44,40.06,41.58,48.34,54.79,60.34,69.3,73.53,65.24,56.5,49.19,53.37,43.05,33.67,36.12
CONS.CC.COVER1,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.CC.COVER2,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.CC.COVER3,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.CC.MICHP,Gennode,LMP,32.38,35.02,34.32,33.9,33.69,33.54,25.41,25.77,32.21,35.62,40.26,43.19,48.58,55.06,60.64,69.64,73.89,65.57,56.78,49.43,53.63,43.27,35.31,37.69
CONS.CC.PLYM,Gennode,LMP,30.15,31.35,30.47,30.13,29.92,29.44,25.67,26.62,33.22,36.89,41.66,44.76,50.32,56.94,62.74,72.05,76.46,67.88,58.79,51.15,55.43,44.78,34.22,36.49
CONS.CC.ZEELA2,Gennode,LMP,31.37,34.5,33.96,33.71,33.35,33.29,25.41,25.6,32.02,35.38,39.99,41.65,48.26,54.7,60.24,69.18,73.41,65.13,56.4,49.11,53.29,42.98,33.57,36.03
CONS.CCG_1.AZ,Hub,LMP,31.45,33.46,32.68,32.34,32.09,31.8,26.01,26.68,33.31,36.94,41.73,45.78,50.38,57.02,62.83,72.14,76.56,67.97,58.86,51.22,55.51,44.84,34.88,37.2
CONS.CCG_2.AZ,Hub,LMP,31.45,33.46,32.68,32.34,32.09,31.8,26.01,26.68,33.31,36.94,41.73,45.78,50.38,57.02,62.83,72.14,76.56,67.97,58.86,51.22,55.51,44.84,34.88,37.2
CONS.CCG_3.AZ,Hub,LMP,31.45,33.46,32.68,32.34,32.09,31.8,26.01,26.68,33.31,36.94,41.73,45.78,50.38,57.02,62.83,72.14,76.56,67.97,58.86,51.22,55.51,44.84,34.88,37.2
CONS.CCG_4.AZ,Hub,LMP,31.45,33.46,32.68,32.34,32.09,31.8,26.01,26.68,33.31,36.94,41.73,45.78,50.38,57.02,62.83,72.14,76.56,67.97,58.86,51.22,55.51,44.84,34.88,37.2
CONS.CCG_5.AZ,Hub,LMP,31.45,33.46,32.68,32.34,32.09,31.8,26.01,26.68,33.31,36.94,41.73,45.78,50.38,57.02,62.83,72.14,76.56,67.97,58.86,51.22,55.51,44.84,34.88,37.2
CONS.CCG_6.AZ,Hub,LMP,31.45,33.46,32.68,32.34,32.09,31.8,26.01,26.68,33.31,36.94,41.73,45.78,50.38,57.02,62.83,72.14,76.56,67.97,58.86,51.22,55.51,44.84,34.88,37.2
CONS.CETR,Loadzone,LMP,31.52,33.59,32.81,32.47,32.21,31.93,25.99,26.63,33.25,36.87,41.65,45.74,50.28,56.91,62.71,72.01,76.42,67.84,58.75,51.12,55.41,44.76,34.91,37.24
CONS.CNE,Loadzone,LMP,31.46,33.51,32.74,32.39,32.14,31.85,26.02,26.67,33.29,36.92,41.71,45.77,50.36,57,62.8,72.12,76.53,67.94,58.84,51.2,55.5,44.82,34.86,37.19
CONS.COBB1,Gennode,LMP,31.98,34.74,34.09,33.84,33.47,33.34,26.03,26.41,33,36.53,41.28,42.88,49.82,56.42,62.16,71.38,75.74,67.23,58.22,50.67,54.95,44.36,34.7,37.11
CONS.COBB2,Gennode,LMP,31.98,34.74,34.09,33.84,33.47,33.34,26.03,26.41,33,36.53,41.28,42.88,49.82,56.42,62.16,71.38,75.74,67.23,58.22,50.67,54.95,44.36,34.7,37.11
CONS.COBB3,Gennode,LMP,31.85,34.62,33.98,33.73,33.36,33.23,25.86,26.22,32.77,36.27,40.98,42.55,49.46,56.02,61.71,70.87,75.2,66.74,57.8,50.31,54.56,44.04,34.53,36.95
CONS.COBB4,Gennode,LMP,31.9,34.67,34.03,33.78,33.41,33.28,25.96,26.34,32.91,36.43,41.16,42.75,49.68,56.27,61.98,71.18,75.53,67.04,58.05,50.53,54.79,44.23,34.6,37.02
CONS.COBB5,Gennode,LMP,31.74,34.51,33.88,33.64,33.27,33.14,25.75,26.1,32.62,36.09,40.78,42.33,49.22,55.76,61.42,70.53,74.84,66.42,57.52,50.07,54.3,43.83,34.4,36.82
CONS.COVER1GTG,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.COVER1STG,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.COVER2GTG,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.COVER2STG,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.COVER3GTG,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.COVER3STG,Gennode,LMP,32,36.69,36.42,36.1,35.73,36.04,25.95,25.64,32.06,35.39,40.01,42.9,48.27,54.74,60.28,69.23,73.46,65.16,56.43,49.13,53.33,43.01,32.61,35.14
CONS.CROTON,Gennode,LMP,32.32,35.03,34.35,34.09,33.72,33.58,26.38,26.81,33.48,37.1,41.91,43.53,50.59,57.27,63.1,72.46,76.89,68.26,59.11,51.44,55.76,45.03,35.15,37.55
CONS.FESC,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.FILERCITY,Gennode,LMP,32.64,35.18,34.45,34.02,33.81,33.64,25.72,26.14,32.66,36.16,40.86,43.85,49.31,55.86,61.53,70.66,74.98,66.54,57.62,50.16,54.4,43.91,35.72,38.08
CONS.GAYLORD1,Gennode,LMP,32.83,34.88,34.03,33.6,33.38,33.12,26.5,27.17,33.91,37.64,42.51,45.68,51.34,58.07,64,73.49,77.99,69.25,59.97,52.18,56.53,45.68,36.48,38.76
CONS.GAYLORD2,Gennode,LMP,32.83,34.88,34.03,33.6,33.38,33.12,26.5,27.17,33.91,37.64,42.51,45.68,51.34,58.07,64,73.49,77.99,69.25,59.97,52.18,56.53,45.68,36.48,38.76
CONS.GAYLORD3,Gennode,LMP,32.83,34.88,34.03,33.6,33.38,33.12,26.5,27.17,33.91,37.64,42.51,45.68,51.34,58.07,64,73.49,77.99,69.25,59.97,52.18,56.53,45.68,36.48,38.76
CONS.GAYLORD4,Gennode,LMP,32.83,34.88,34.03,33.6,33.38,33.12,26.5,27.17,33.91,37.64,42.51,45.68,51.34,58.07,64,73.49,77.99,69.25,59.97,52.18,56.53,45.68,36.48,38.76
CONS.GAYLORD5,Gennode,LMP,32.83,34.88,34.03,33.6,33.38,33.12,26.5,27.17,33.91,37.64,42.51,45.68,51.34,58.07,64,73.49,77.99,69.25,59.97,52.18,56.53,45.68,36.48,38.76
CONS.GENESEE,Gennode,LMP,31.26,32.85,31.99,31.61,31.39,31.02,25.55,26.33,32.87,36.48,41.2,47.68,49.76,56.31,62.04,71.25,75.61,67.13,58.13,50.58,54.83,44.29,35.1,37.35
CONS.GENESEPS,Gennode,LMP,31.26,32.85,31.99,31.61,31.39,31.02,25.55,26.33,32.87,36.48,41.2,47.68,49.76,56.31,62.04,71.25,75.61,67.13,58.13,50.58,54.83,44.29,35.1,37.35
CONS.GLE,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.GRAYLGY2,Gennode,LMP,33.63,35.42,34.47,34.04,33.8,33.49,26.43,27.18,33.9,37.66,42.53,47.64,51.36,58.09,64.02,73.51,78.01,69.28,60,52.2,56.54,45.7,37.71,39.92
CONS.GRAYLNG,Gennode,LMP,33.63,35.42,34.47,34.04,33.8,33.49,26.43,27.18,33.9,37.66,42.53,47.64,51.36,58.09,64.02,73.51,78.01,69.28,60,52.2,56.54,45.7,37.71,39.92
CONS.HARDY,Gennode,LMP,32.25,34.96,34.29,34.03,33.66,33.52,26.25,26.67,33.31,36.89,41.68,43.28,50.32,56.97,62.76,72.07,76.48,67.89,58.79,51.16,55.47,44.79,35.07,37.46
CONS.HILLMAN,Gennode,LMP,33.29,35.2,34.3,33.87,33.64,33.35,27.27,28.07,34.99,38.91,43.93,48.92,53.07,59.97,66.11,75.91,80.56,71.56,61.98,53.9,58.36,47.2,37.17,39.41
CONS.HODENPYL,Gennode,LMP,33.29,35.7,34.91,34.46,34.24,34.06,26.65,27.2,33.95,37.66,42.54,45.69,51.36,58.11,64.03,73.53,78.03,69.29,60,52.21,56.57,45.71,36.63,38.96
CONS.HOLL,Loadzone,LMP,31.4,34.22,33.62,33.38,33.02,32.89,25.66,26,32.5,35.95,40.62,42.26,49.02,55.54,61.18,70.26,74.55,66.16,57.29,49.87,54.1,43.66,33.96,36.4
CONS.HOLL_1.AZ,Hub,LMP,31.4,34.22,33.62,33.38,33.02,32.89,25.66,26,32.5,35.95,40.62,42.26,49.02,55.54,61.18,70.26,74.55,66.16,57.29,49.87,54.1,43.66,33.96,36.4
CONS.KAL_RGEN_,Gennode,LMP,30.62,32.83,32.16,31.79,31.6,31.33,25.73,26.29,32.86,36.37,41.1,44.11,49.6,56.18,61.88,71.06,75.41,66.93,57.96,50.45,54.71,44.16,33.69,36.14
CONS.KARN1,Gennode,LMP,30.55,32.21,31.4,31.03,30.82,30.46,25.02,25.74,32.15,35.64,40.27,47.28,48.62,55.06,60.65,69.65,73.91,65.6,56.81,49.44,53.62,43.28,34.2,36.47
CONS.KARN2,Gennode,LMP,30.53,32.19,31.38,31.01,30.8,30.44,25.02,25.74,32.15,35.64,40.27,47.27,48.62,55.06,60.65,69.65,73.91,65.6,56.81,49.44,53.62,43.28,34.16,36.44
CONS.KARN3,Gennode,LMP,30.41,31.91,31.07,30.71,30.5,30.1,25.4,26.22,32.73,36.33,41.04,46.53,49.56,56.09,61.8,70.97,75.31,66.86,57.9,50.39,54.61,44.11,34.19,36.45
CONS.KARN4,Gennode,LMP,30.41,31.91,31.07,30.71,30.5,30.1,25.4,26.22,32.73,36.33,41.04,46.53,49.56,56.09,61.8,70.97,75.31,66.86,57.9,50.39,54.61,44.11,34.19,36.45
CONS.KENCOUNTY,Gennode,LMP,31.64,34.44,33.83,33.58,33.21,33.09,25.76,26.1,32.62,36.09,40.79,42.19,49.22,55.77,61.42,70.54,74.85,66.43,57.52,50.07,54.31,43.83,34.25,36.68
CONS.LANS,Loadzone,LMP,30.13,31.58,30.76,30.42,30.21,29.78,25.59,26.44,33.01,36.62,41.37,44.43,49.96,56.54,62.3,71.54,75.92,67.4,58.36,50.79,55.05,44.46,33.94,36.26
CONS.LANS.ERIC,Gennode,LMP,30.16,31.6,30.77,30.43,30.23,29.8,25.57,26.43,32.99,36.6,41.34,44.4,49.92,56.51,62.26,71.49,75.87,67.35,58.33,50.76,55.02,44.43,33.98,36.29
CONS.LIVINGEN1,Gennode,LMP,32.8,34.85,34,33.58,33.36,33.1,26.44,27.11,33.83,37.55,42.41,45.57,51.22,57.94,63.85,73.32,77.8,69.09,59.83,52.06,56.4,45.57,36.43,38.71
CONS.LIVINGEN2,Gennode,LMP,32.8,34.85,34,33.58,33.36,33.1,26.44,27.11,33.83,37.55,42.41,45.57,51.22,57.94,63.85,73.32,77.8,69.09,59.83,52.06,56.4,45.57,36.43,38.71
CONS.LIVINGEN3,Gennode,LMP,32.8,34.85,34,33.58,33.36,33.1,26.44,27.11,33.83,37.55,42.41,45.57,51.22,57.94,63.85,73.32,77.8,69.09,59.83,52.06,56.4,45.57,36.43,38.71
CONS.LIVINGEN4,Gennode,LMP,32.8,34.85,34,33.58,33.36,33.1,26.44,27.11,33.83,37.55,42.41,45.57,51.22,57.94,63.85,73.32,77.8,69.09,59.83,52.06,56.4,45.57,36.43,38.71
CONS.LUDINGTN1,Gennode,LMP,32.57,35.22,34.51,34.25,33.87,33.73,25.59,25.95,32.43,35.88,40.55,43.51,48.94,55.45,61.07,70.13,74.42,66.05,57.19,49.79,54,43.58,35.53,37.91
CONS.LUDINGTN2,Gennode,LMP,32.57,35.22,34.51,34.25,33.87,33.73,25.59,25.95,32.43,35.88,40.55,43.51,48.94,55.45,61.07,70.13,74.42,66.05,57.19,49.79,54,43.58,35.53,37.91
CONS.LUDINGTN3,Gennode,LMP,32.57,35.22,34.51,34.25,33.87,33.73,25.57,25.93,32.41,35.85,40.52,43.47,48.9,55.4,61.02,70.07,74.36,65.99,57.14,49.74,53.96,43.54,35.53,37.91
CONS.LUDINGTN4,Gennode,LMP,32.57,35.22,34.51,34.25,33.87,33.73,25.57,25.93,32.41,35.85,40.52,43.47,48.9,55.4,61.02,70.07,74.36,65.99,57.14,49.74,53.96,43.54,35.53,37.91
CONS.LUDINGTN5,Gennode,LMP,32.57,35.21,34.51,34.25,33.87,33.72,25.59,25.95,32.43,35.88,40.55,43.51,48.94,55.45,61.07,70.13,74.42,66.05,57.19,49.79,54,43.58,35.53,37.91
CONS.LUDINGTN6,Gennode,LMP,32.57,35.21,34.51,34.25,33.87,33.72,25.59,25.95,32.43,35.88,40.55,43.51,48.94,55.45,61.07,70.13,74.42,66.05,57.19,49.79,54,43.58,35.53,37.91
CONS.MAE,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.MCV,Gennode,LMP,31.3,32.93,32.07,31.69,31.47,31.11,25.31,26.06,32.53,36.09,40.77,46.43,49.23,55.73,61.39,70.5,74.82,66.42,57.51,50.05,54.26,43.82,35.11,37.36
CONS.MCV.MCV,Gennode,LMP,31.3,32.93,32.07,31.69,31.47,31.11,25.31,26.06,32.53,36.09,40.77,46.43,49.23,55.73,61.39,70.5,74.82,66.42,57.51,50.05,54.26,43.82,35.11,37.36
CONS.MIPOWER1,Gennode,LMP,32.38,35.02,34.32,33.9,33.69,33.54,25.41,25.77,32.21,35.62,40.26,43.19,48.58,55.06,60.64,69.64,73.89,65.57,56.78,49.43,53.63,43.27,35.31,37.69
CONS.MIPOWER2,Gennode,LMP,32.38,35.02,34.32,33.9,33.69,33.54,25.41,25.77,32.21,35.62,40.26,43.19,48.58,55.06,60.64,69.64,73.89,65.57,56.78,49.43,53.63,43.27,35.31,37.69
CONS.MI_CHELS,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.MI_ETNRP,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.MI_HART,Loadzone,LMP,32.3,34.74,34.01,33.72,33.38,33.19,26.17,26.67,33.31,36.91,41.7,44.36,50.34,56.99,62.78,72.1,76.51,67.92,58.82,51.18,55.49,44.81,35.42,37.78
CONS.MI_PRTLD,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.MI_STLOU,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.MORROWA,Gennode,LMP,30.62,32.83,32.16,31.79,31.6,31.33,25.73,26.29,32.86,36.37,41.1,44.11,49.6,56.18,61.88,71.06,75.41,66.93,57.96,50.45,54.71,44.16,33.69,36.14
CONS.MORROWB,Gennode,LMP,30.62,32.83,32.16,31.79,31.6,31.33,25.73,26.29,32.86,36.37,41.1,44.11,49.6,56.18,61.88,71.06,75.41,66.93,57.96,50.45,54.71,44.16,33.69,36.14
CONS.MPPA,Loadzone,LMP,31.54,34.16,33.51,33.24,32.9,32.74,25.78,26.19,32.72,36.23,40.93,42.72,49.41,55.96,61.64,70.79,75.12,66.67,57.74,50.25,54.5,43.99,34.32,36.72
CONS.MPPA_2.AZ,Hub,LMP,30.14,31.59,30.76,30.42,30.22,29.79,25.61,26.47,33.04,36.66,41.41,44.48,50,56.6,62.36,71.61,75.99,67.46,58.42,50.84,55.11,44.51,33.95,36.27
CONS.MPPA_3.AZ,Hub,LMP,30.93,32.8,32.01,31.7,31.43,31.1,25.74,26.45,33.02,36.63,41.38,44.08,49.96,56.55,62.3,71.55,75.92,67.4,58.37,50.79,55.06,44.47,34.43,36.74
CONS.MSCPA,Loadzone,LMP,30.81,32.29,31.44,31.1,30.87,30.46,26.14,27.03,33.7,37.42,42.26,45.78,51.05,57.77,63.65,73.09,77.57,68.87,59.64,51.9,56.23,45.43,34.73,36.97
CONS.PALISA2A1,Gennode,LMP,31.93,36.62,36.36,36.04,35.67,35.98,25.89,25.57,31.98,35.3,39.91,42.79,48.15,54.6,60.12,69.05,73.27,64.99,56.28,49.01,53.2,42.89,32.52,35.05
CONS.PLYMOG_1,Gennode,LMP,30.15,31.35,30.47,30.13,29.92,29.44,25.67,26.62,33.22,36.89,41.66,44.76,50.32,56.93,62.73,72.04,76.45,67.88,58.78,51.15,55.43,44.78,34.22,36.49
CONS.PLYMOG_2,Gennode,LMP,30.15,31.35,30.47,30.13,29.92,29.44,25.67,26.63,33.22,36.89,41.67,44.77,50.33,56.94,62.75,72.05,76.46,67.89,58.79,51.16,55.44,44.79,34.22,36.49
CONS.PREM,Loadzone,LMP,31.47,33.5,32.72,32.38,32.12,31.84,26.03,26.69,33.32,36.96,41.75,45.82,50.4,57.05,62.85,72.18,76.59,68,58.89,51.24,55.54,44.86,34.89,37.22
CONS.PROJEMSCP,Gennode,LMP,30.76,31.65,30.67,30.33,30.11,29.57,26.43,27.58,34.34,38.2,43.13,46.39,52.13,58.94,64.97,74.6,79.16,70.31,60.89,52.97,57.37,46.37,35.32,37.45
CONS.RENAIGEN1,Gennode,LMP,31.48,33.83,33.11,32.71,32.5,32.29,25.4,25.89,32.34,35.81,40.47,43.43,48.85,55.33,60.94,69.99,74.27,65.92,57.08,49.68,53.89,43.49,34.54,36.9
CONS.RENAIGEN2,Gennode,LMP,31.48,33.83,33.11,32.71,32.5,32.29,25.4,25.89,32.34,35.81,40.47,43.43,48.85,55.33,60.94,69.99,74.27,65.92,57.08,49.68,53.89,43.49,34.54,36.9
CONS.RENAIGEN3,Gennode,LMP,31.48,33.83,33.11,32.71,32.5,32.29,25.4,25.89,32.34,35.81,40.47,43.43,48.85,55.33,60.94,69.99,74.27,65.92,57.08,49.68,53.89,43.49,34.54,36.9
